Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD,RWA,RWA_after_CDS,RWA_final
L01293,BBB,531686.82,6,Real Estate,USA,No,0.005,0.75,977601.97,977601.9701942953,977601.9701942953
L01294,BB,476415.05,10,Finance,China,Yes,0.018,0.45,987628.76,987628.756108839,987628.756108839
L01295,B,284778.18,5,Manufacturing,China,No,0.05,0.75,853287.63,853287.6317603404,853287.6317603404
L01296,A,309864.26,1,Real Estate,France,No,0.002,0.75,155063.97,155063.96980391766,155063.96980391766
L01297,A,800800.64,2,Manufacturing,Italy,No,0.002,0.75,524144.02,524144.022062972,524144.022062972
L01298,AA,907244.9,8,Finance,UK,Yes,0.0006,0.45,500267.59,500267.59451305465,500267.59451305465
L01299,BB,392756.37,1,Healthcare,France,Yes,0.018,0.45,362497.13,362497.1302872624,362497.1302872624
L01300,BB,452707.44,3,Finance,USA,No,0.018,0.75,889216.55,889216.545705351,889216.545705351
L01301,AAA,281445.14,2,Energy,Germany,No,0.0003,0.75,57018.24,57018.24146872607,57018.24146872607
L01302,B,795223.45,5,Manufacturing,UK,Yes,0.05,0.45,1429648.16,1429648.1585157698,1429648.1585157698
L01303,AA,617051.9,4,Transport,Brazil,Yes,0.0006,0.45,191171.23,191171.2275608949,191171.2275608949
L01304,BBB,1167772.58,7,Real Estate,France,Yes,0.005,0.45,1424121.64,1424121.6430792522,1424121.6430792522
L01305,BB,285169.34,5,Healthcare,USA,No,0.018,0.75,681605.13,681605.1295967777,681605.1295967777
L01306,B,366222.39,8,Finance,France,No,0.05,0.75,1316505.08,1316505.0843362496,1316505.0843362496
L01307,BB,496690.79,4,Manufacturing,Italy,No,0.018,0.75,1081394.13,1081394.1302599553,1081394.1302599553
L01308,B,611239.88,6,Healthcare,China,Yes,0.05,0.45,1172049.01,1172049.008141538,1172049.008141538
L01309,A,397188.47,4,Retail,China,No,0.002,0.75,382382.87,382382.8666153768,382382.8666153768
L01310,B,285934.9,2,Energy,UK,Yes,0.05,0.45,411372.84,411372.84048669005,411372.84048669005
L01311,AA,687422.08,1,Retail,Germany,Yes,0.0006,0.45,88411.9,88411.89697040372,88411.89697040372
L01312,B,634484.21,1,Finance,USA,No,0.05,0.75,1394801.43,1394801.4260130432,1394801.4260130432
L01313,BBB,279809.12,8,Retail,France,Yes,0.005,0.45,373777.78,373777.7821569003,373777.7821569003
L01314,B,871282.38,4,Retail,UK,Yes,0.05,0.45,1462093.9,1462093.9043396174,1462093.9043396174
L01315,BBB,794206.95,5,Energy,France,No,0.005,0.75,1306333.34,1306333.3371735963,1306333.3371735963
L01316,BB,473140.78,8,Energy,UK,Yes,0.018,0.45,859918.26,859918.2560528485,859918.2560528485
L01317,BBB,460376.05,7,Energy,China,Yes,0.005,0.45,561437.65,561437.653177587,561437.653177587
L01318,BB,583633.73,8,Healthcare,Italy,Yes,0.018,0.45,1060735.66,1060735.6636543125,1060735.6636543125
L01319,AA,287548.97,8,Energy,France,Yes,0.0006,0.45,158558.55,158558.54524683082,158558.54524683082
L01320,AA,449106.68,6,Retail,Italy,No,0.0006,0.75,322319.34,322319.3414933175,322319.3414933175
L01321,A,150814.85,10,Transport,Brazil,Yes,0.002,0.45,170781.62,170781.6203696894,170781.6203696894
L01322,A,685722.17,2,Transport,Brazil,No,0.002,0.75,448822.29,448822.28890519997,448822.28890519997
L01323,B,202653.6,6,Energy,China,Yes,0.05,0.45,388587.13,388587.1302708717,388587.1302708717
L01324,A,938192.02,1,Healthcare,USA,Yes,0.002,0.45,281697.11,281697.11290916195,281697.11290916195
L01325,CCC,375097.01,1,Real Estate,Italy,Yes,0.2,0.45,836339.49,836339.4850254403,836339.4850254403
L01326,A,397983.77,3,Manufacturing,UK,No,0.002,0.75,321819.42,321819.41984707076,321819.41984707076
L01327,A,323234.4,3,Finance,USA,Yes,0.002,0.45,156825.15,156825.14955212775,156825.14955212775
L01328,BB,383072.89,5,Healthcare,France,No,0.018,0.75,915611.92,915611.919687657,915611.919687657
L01329,BB,899204.42,1,Real Estate,France,Yes,0.018,0.45,829926.76,829926.7604281561,829926.7604281561
L01330,BBB,127528.57,10,Finance,UK,No,0.005,0.75,333371.28,333371.2780521688,333371.2780521688
L01331,BBB,837756.44,6,Real Estate,Germany,No,0.005,0.45,1540366.09,924219.652035338,924219.652035338
L01332,BB,523876.76,7,Real Estate,Germany,No,0.018,0.75,1475307.44,1475307.4406266904,1475307.4406266904
L01333,A,241950.68,10,Transport,France,No,0.002,0.75,456638.6,456638.6000223474,456638.6000223474
L01334,CCC,258420.61,3,Manufacturing,China,No,0.2,0.75,1047982.0,1047982.004956273,1047982.004956273
L01335,CCC,1022945.24,4,Real Estate,China,No,0.2,0.45,4321892.66,2593135.5974691175,0.0
L01336,BB,275749.07,10,Energy,UK,Yes,0.018,0.45,571639.61,571639.605008845,571639.605008845
L01337,A,248531.47,10,Finance,Germany,Yes,0.002,0.45,281435.2,281435.1979228892,281435.1979228892
L01338,BB,781255.31,10,Healthcare,Italy,No,0.018,0.45,2699292.74,1619575.641069117,0.0
L01339,AA,524015.45,10,Transport,France,Yes,0.0006,0.45,352250.61,352250.60767602705,352250.60767602705
L01340,AAA,276796.32,10,Finance,Brazil,Yes,0.0003,0.45,134980.31,134980.3108150335,134980.3108150335
L01341,A,493023.68,3,Energy,Italy,Yes,0.002,0.45,239202.61,239202.61070214177,239202.61070214177
L01342,BBB,264904.23,1,Energy,UK,Yes,0.005,0.45,138187.27,138187.2717011119,138187.2717011119
L01343,B,767129.34,8,Real Estate,Brazil,No,0.05,0.45,2757695.06,1654617.0371290154,0.0
L01344,BB,752145.81,10,Energy,Italy,Yes,0.018,0.45,1559230.4,1559230.4037052884,0.0
L01345,BB,577234.05,10,Manufacturing,Germany,No,0.018,0.45,1994384.75,1196630.851156292,1196630.851156292
L01346,BBB,530105.08,2,Energy,China,No,0.005,0.75,563644.43,563644.4315402821,563644.4315402821
L01347,A,1067248.14,1,Real Estate,Germany,No,0.002,0.75,534078.16,534078.1584628291,534078.1584628291
L01348,BBB,442344.01,8,Finance,Brazil,Yes,0.005,0.45,590896.98,590896.9765109506,590896.9765109506
L01349,CCC,245012.12,7,Energy,USA,Yes,0.2,0.45,695902.63,695902.6253564224,695902.6253564224
L01350,AAA,553898.62,7,Transport,China,No,0.0003,0.75,323444.98,323444.980027178,323444.980027178
L01351,B,1255473.72,4,Healthcare,France,No,0.05,0.45,3511338.6,2106803.1618756982,0.0
L01352,BBB,266364.31,9,Transport,Brazil,No,0.005,0.75,644665.08,644665.0833663255,644665.0833663255
L01353,BBB,369264.55,6,Transport,UK,Yes,0.005,0.45,407375.63,407375.6256770592,407375.6256770592
L01354,BB,544826.69,2,Finance,France,Yes,0.018,0.45,572473.4,572473.4043546335,572473.4043546335
L01355,BBB,430648.54,1,Retail,Italy,No,0.005,0.75,374412.96,374412.96429195785,374412.96429195785
L01356,B,270722.13,1,Healthcare,China,Yes,0.05,0.45,357080.86,357080.8606669236,357080.8606669236
L01357,B,775240.77,9,Transport,UK,No,0.05,0.45,2941514.85,1764908.9106048595,0.0
L01358,BBB,1411297.94,4,Transport,UK,No,0.005,0.45,2047757.56,1228654.5383383455,1228654.5383383455
L01359,A,487997.58,5,Retail,Germany,No,0.002,0.75,545007.16,545007.1594009433,545007.1594009433
L01360,BBB,281521.99,3,Finance,Italy,Yes,0.005,0.45,212344.49,212344.48569172423,212344.48569172423
L01361,B,203927.48,4,Healthcare,Germany,Yes,0.05,0.45,342209.52,342209.5204488575,342209.5204488575
L01362,A,503323.3,8,Transport,Germany,No,0.002,0.75,794808.89,794808.8945804917,794808.8945804917
L01363,BB,768302.39,4,Real Estate,China,No,0.018,0.45,1672746.33,1003647.7964216268,1003647.7964216268
L01364,BB,561060.42,9,Finance,USA,No,0.018,0.45,1819009.68,1091405.809377431,1091405.809377431
L01365,BB,441881.97,9,Healthcare,Germany,No,0.018,0.75,1432622.14,1432622.1440854908,1432622.1440854908
L01366,AA,329510.72,6,Transport,France,No,0.0006,0.75,236486.53,236486.525396124,236486.525396124
L01367,BB,256252.4,2,Transport,UK,No,0.018,0.75,448759.48,448759.47555006074,448759.47555006074
L01368,B,671571.43,10,Retail,China,Yes,0.05,0.45,1609283.0,1609283.0039199165,0.0
L01369,A,698636.47,7,Healthcare,Germany,Yes,0.002,0.45,597343.61,597343.610889654,597343.610889654
L01370,A,204257.17,9,Real Estate,Brazil,Yes,0.002,0.45,212413.75,212413.7511294956,212413.7511294956
L01371,CCC,979619.48,6,Finance,France,Yes,0.2,0.45,2682696.71,2682696.711770605,0.0
L01372,A,589503.31,3,Energy,Italy,Yes,0.002,0.45,286012.09,286012.0851995466,286012.0851995466
L01373,B,890730.62,7,Manufacturing,UK,Yes,0.05,0.45,1814591.44,1814591.4372964895,0.0
L01374,BBB,226146.01,5,Real Estate,China,No,0.005,0.75,371971.15,371971.1492474266,371971.1492474266
L01375,A,223482.4,1,Energy,Brazil,Yes,0.002,0.45,67101.77,67101.77183772091,67101.77183772091
L01376,B,410657.72,3,Real Estate,China,Yes,0.05,0.45,639966.58,639966.5781072434,639966.5781072434
L01377,BBB,568861.47,5,Healthcare,China,Yes,0.005,0.45,561407.35,561407.352953467,561407.352953467
L01378,BBB,1086183.15,7,Energy,Brazil,No,0.005,0.45,2207702.88,1324621.727513929,1324621.727513929
L01379,BBB,629725.61,3,Healthcare,Italy,Yes,0.005,0.45,474985.14,474985.1362671787,474985.1362671787
L01380,BBB,391859.78,6,Energy,Brazil,Yes,0.005,0.45,432302.87,432302.86539873586,432302.86539873586
L01381,A,264822.59,5,Real Estate,France,Yes,0.002,0.45,177456.05,177456.053189158,177456.053189158
L01382,BBB,818313.08,1,Retail,China,No,0.005,0.75,711454.93,711454.9279597744,711454.9279597744
L01383,CCC,273114.74,10,Real Estate,Italy,No,0.2,0.75,1431843.46,1431843.4641386906,1431843.4641386906
L01384,A,998724.53,6,Healthcare,China,No,0.002,0.75,1269301.97,1269301.9667769582,1269301.9667769582
L01385,BB,383773.45,8,Real Estate,Brazil,Yes,0.018,0.45,697495.99,697495.9880722712,697495.9880722712
L01386,A,979983.52,1,Energy,Italy,No,0.002,0.75,490408.72,490408.71946192486,490408.71946192486
L01387,BB,621235.58,2,Manufacturing,Italy,Yes,0.018,0.45,652759.59,652759.5911074497,652759.5911074497
L01388,AA,413123.66,4,Energy,Germany,Yes,0.0006,0.45,127991.43,127991.43348663178,127991.43348663178
L01389,CCC,341226.52,2,Transport,Germany,Yes,0.2,0.45,795546.17,795546.1727729647,795546.1727729647
L01390,BBB,373079.22,9,Real Estate,Germany,Yes,0.005,0.45,541764.35,541764.3522817534,541764.3522817534
L01391,A,548070.03,10,Finance,Brazil,No,0.002,0.75,1034384.08,1034384.0786618412,1034384.0786618412
L01392,AA,459814.42,8,Real Estate,UK,Yes,0.0006,0.45,253548.14,253548.13657901564,253548.13657901564
L01393,A,328763.62,8,Retail,France,Yes,0.002,0.45,311494.72,311494.7184727759,311494.7184727759
L01394,BBB,407250.72,4,Healthcare,Brazil,Yes,0.005,0.45,354546.29,354546.2876319077,354546.2876319077
L01395,A,460141.12,5,Finance,China,Yes,0.002,0.45,308337.85,308337.8463492814,308337.8463492814
L01396,B,152608.78,4,Energy,Germany,No,0.05,0.75,426819.85,426819.8464480706,426819.8464480706
L01397,BBB,556311.72,9,Retail,Italy,No,0.005,0.75,1346406.89,1346406.8866863728,1346406.8866863728
L01398,A,271071.9,2,Real Estate,Brazil,No,0.002,0.75,177423.33,177423.32964950145,177423.32964950145
L01399,BB,248533.72,8,Energy,Italy,Yes,0.018,0.45,451702.1,451702.0982057961,451702.0982057961
L01400,BB,190294.44,2,Energy,China,Yes,0.018,0.45,199950.75,199950.7511215329,199950.7511215329
L01401,A,180421.99,1,Transport,Italy,Yes,0.002,0.45,54172.66,54172.65613528208,54172.65613528208
L01402,A,224644.91,10,Transport,Italy,No,0.002,0.75,423977.06,423977.05683053355,423977.05683053355
L01403,AAA,310360.41,3,Manufacturing,USA,No,0.0003,0.75,86547.5,86547.50173038796,86547.50173038796
L01404,BB,1174824.78,9,Transport,UK,No,0.018,0.45,3808890.4,2285334.242420027,0.0
L01405,BB,340122.17,3,Healthcare,France,Yes,0.018,0.45,400844.65,400844.6529509763,400844.6529509763
L01406,BBB,483533.1,9,Finance,France,Yes,0.005,0.45,702159.17,702159.173400996,702159.173400996
L01407,B,540495.02,7,Energy,Germany,Yes,0.05,0.45,1101093.43,1101093.4318092656,1101093.4318092656
L01408,B,472376.96,10,Transport,USA,No,0.05,0.45,1886590.61,1131954.3673431107,1131954.3673431107
L01409,BBB,425609.81,1,Manufacturing,Brazil,No,0.005,0.75,370032.21,370032.2090813009,370032.2090813009
L01410,B,243373.63,10,Real Estate,Brazil,No,0.05,0.75,971991.53,971991.5332543113,971991.5332543113
L01411,A,913888.43,5,Finance,France,No,0.002,0.75,1020652.06,1020652.0639788581,1020652.0639788581
L01412,AA,1092083.96,9,Transport,UK,Yes,0.0006,0.45,668152.38,668152.3787246798,668152.3787246798
L01413,A,190740.79,3,Energy,Italy,Yes,0.002,0.45,92542.6,92542.60350210557,92542.60350210557
L01414,AA,265132.69,9,Real Estate,China,Yes,0.0006,0.45,162211.92,162211.92141781218,162211.92141781218
L01415,BBB,384652.2,5,Healthcare,Germany,Yes,0.005,0.45,379611.88,379611.8823265137,379611.8823265137
L01416,B,273137.63,9,Energy,UK,Yes,0.05,0.45,621823.64,621823.6393946272,621823.6393946272
L01417,AAA,569767.0,10,Real Estate,France,No,0.0003,0.75,463080.14,463080.1374824949,463080.1374824949
L01418,AA,307387.33,6,Healthcare,USA,No,0.0006,0.75,220608.79,220608.79118740585,220608.79118740585
L01419,BBB,1306063.27,9,Healthcare,Germany,Yes,0.005,0.45,1896590.55,1896590.5458645993,0.0
L01420,B,802329.22,7,Finance,France,Yes,0.05,0.45,1634500.6,1634500.5996367019,0.0
L01421,A,492026.09,7,Energy,Brazil,Yes,0.002,0.45,420688.95,420688.9475044409,420688.9475044409
L01422,BBB,739325.18,8,Transport,Germany,No,0.005,0.45,1646022.87,987613.7206433841,987613.7206433841
L01423,AAA,769079.95,7,Transport,France,Yes,0.0003,0.45,269459.11,269459.11047807237,269459.11047807237
L01424,AA,333709.54,9,Manufacturing,Brazil,Yes,0.0006,0.45,204168.21,204168.2060362087,204168.2060362087
L01425,CCC,294163.61,9,Real Estate,China,No,0.2,0.75,1492300.44,1492300.4361254147,1492300.4361254147
L01426,CCC,460041.29,6,Manufacturing,Brazil,Yes,0.2,0.45,1259827.19,1259827.1891874864,1259827.1891874864
L01427,AAA,680659.91,7,Retail,Italy,Yes,0.0003,0.45,238479.78,238479.7755898913,238479.7755898913
L01428,CCC,474269.12,2,Transport,USA,No,0.2,0.45,1842876.41,1105725.8482734633,1105725.8482734633
L01429,BB,201088.78,9,Real Estate,Italy,No,0.018,0.75,651948.39,651948.3905512949,651948.3905512949
L01430,B,296140.05,1,Finance,France,No,0.05,0.75,651011.57,651011.573699484,651011.573699484
L01431,BBB,426349.01,1,Manufacturing,China,Yes,0.005,0.45,222404.93,222404.92907331104,222404.92907331104
L01432,BBB,425988.32,3,Finance,UK,Yes,0.005,0.45,321311.56,321311.56333855714,321311.56333855714
L01433,BBB,1186206.65,6,Finance,China,No,0.005,0.45,2181054.55,1308632.7301822996,1308632.7301822996
L01434,BB,221240.59,5,Finance,China,Yes,0.018,0.45,317282.47,317282.47016811324,317282.47016811324
L01435,AA,569659.8,2,Manufacturing,China,No,0.0006,0.75,179455.89,179455.8929412744,179455.8929412744
L01436,AAA,931504.74,9,Retail,Italy,No,0.0003,0.75,686037.6,686037.595677635,686037.595677635
L01437,A,1377422.93,10,Healthcare,UK,No,0.002,0.45,2599639.23,1559783.5353731096,0.0
L01438,BB,361421.91,4,Healthcare,Brazil,Yes,0.018,0.45,472132.21,472132.20767150744,472132.20767150744
L01439,A,565640.91,4,Manufacturing,France,Yes,0.002,0.45,326733.64,326733.64255623595,326733.64255623595
L01440,BB,588234.04,5,Healthcare,USA,Yes,0.018,0.45,843590.0,843589.9996839131,843589.9996839131
L01441,CCC,487839.07,8,Energy,UK,No,0.2,0.45,2392076.43,1435245.86078821,1435245.86078821
L01442,AA,421079.7,10,Healthcare,France,Yes,0.0006,0.45,283055.74,283055.7385379366,283055.7385379366
L01443,BB,550172.8,4,Transport,UK,Yes,0.018,0.45,718701.03,718701.0291235935,718701.0291235935
L01444,BBB,124726.29,5,Manufacturing,Italy,Yes,0.005,0.45,123091.93,123091.93011895582,123091.93011895582
L01445,B,622211.13,4,Healthcare,France,Yes,0.05,0.45,1044128.89,1044128.8855000891,1044128.8855000891
L01446,A,471224.05,6,Manufacturing,Italy,Yes,0.002,0.45,359333.69,359333.6874128466,359333.6874128466
L01447,BB,395838.89,3,Retail,Germany,Yes,0.018,0.45,466508.56,466508.5562830253,466508.5562830253
L01448,B,1231115.34,8,Energy,France,No,0.05,0.45,4425643.13,2655385.8782599564,0.0
L01449,B,315695.36,6,Manufacturing,UK,Yes,0.05,0.45,605344.06,605344.0648586047,605344.0648586047
L01450,BB,361660.79,10,Transport,Germany,Yes,0.018,0.45,749738.27,749738.2716205963,749738.2716205963
L01451,BBB,1197535.98,5,Healthcare,Italy,No,0.005,0.45,1969739.97,1181843.9814500639,1181843.9814500639
L01452,BB,291842.44,2,Transport,Italy,No,0.018,0.75,511086.18,511086.18033489666,511086.18033489666
L01453,B,336025.51,10,Healthcare,UK,Yes,0.05,0.45,805216.12,805216.1214280988,805216.1214280988
L01454,BBB,411057.05,10,Manufacturing,Germany,Yes,0.005,0.45,644724.3,644724.3034757823,644724.3034757823
L01455,AAA,673583.5,7,Finance,China,No,0.0003,0.75,393334.08,393334.075654741,393334.075654741
L01456,B,490853.63,2,Healthcare,Brazil,Yes,0.05,0.45,706188.2,706188.1989092719,706188.1989092719
L01457,BB,231813.24,1,Finance,USA,Yes,0.018,0.45,213953.59,213953.58721385582,213953.58721385582
L01458,BB,339054.36,7,Energy,UK,Yes,0.018,0.45,572893.62,572893.617290739,572893.617290739
L01459,A,326544.92,5,Transport,Italy,Yes,0.002,0.45,218815.82,218815.82191371717,218815.82191371717
L01460,BB,425657.15,1,Finance,France,Yes,0.018,0.45,392863.13,392863.12622060033,392863.12622060033
L01461,BBB,547392.75,4,Transport,Germany,No,0.005,0.75,794253.02,794253.0152315054,794253.0152315054
L01462,BB,545306.27,4,Healthcare,Brazil,No,0.018,0.75,1187239.65,1187239.649786843,1187239.649786843
L01463,AA,182042.26,10,Healthcare,USA,Yes,0.0006,0.45,122371.39,122371.38562940714,122371.38562940714
L01464,BB,753112.95,7,Energy,France,Yes,0.018,0.45,1272520.44,1272520.436410254,1272520.436410254
L01465,CCC,501964.37,9,Healthcare,Germany,No,0.2,0.45,2546479.66,1527887.7933346394,0.0
L01466,AAA,884047.46,2,Energy,Brazil,Yes,0.0003,0.45,107460.01,107460.01485922394,107460.01485922394
L01467,CCC,552439.48,1,Finance,UK,Yes,0.2,0.45,1231753.22,1231753.2208825713,1231753.2208825713
L01468,BBB,767321.75,2,Healthcare,Brazil,No,0.005,0.75,815869.62,815869.6226552753,815869.6226552753
L01469,B,558646.77,7,Manufacturing,UK,No,0.05,0.45,1896786.79,1138072.0753883384,1138072.0753883384
L01470,BB,867276.29,10,Real Estate,China,Yes,0.018,0.45,1797900.81,1797900.8083296039,0.0
L01471,BBB,574425.29,6,Retail,Germany,No,0.005,0.75,1056184.34,1056184.3440720038,1056184.3440720038
L01472,BB,421275.54,4,Real Estate,Brazil,Yes,0.018,0.45,550320.13,550320.1251363163,550320.1251363163
L01473,B,1378101.47,1,Real Estate,USA,Yes,0.05,0.45,1817707.55,1817707.5475652935,0.0
L01474,BBB,690049.46,1,Transport,Brazil,Yes,0.005,0.45,359964.25,359964.2490277544,359964.2490277544
L01475,A,589406.99,5,Energy,Germany,No,0.002,0.75,658263.57,658263.5703868864,658263.5703868864
L01476,BB,233712.68,1,Transport,France,No,0.018,0.75,359511.15,359511.14687096083,359511.14687096083
L01477,B,232314.23,7,Finance,France,No,0.05,0.75,788782.08,788782.0834094733,788782.0834094733
L01478,BB,512142.27,1,Retail,Brazil,Yes,0.018,0.45,472685.15,472685.1487445113,472685.1487445113
L01479,BB,475803.67,1,Finance,Brazil,Yes,0.018,0.45,439146.19,439146.19374638685,439146.19374638685
L01480,BBB,325441.73,2,Manufacturing,UK,Yes,0.005,0.45,207619.31,207619.31076608735,207619.31076608735
L01481,B,474725.18,10,Retail,Germany,Yes,0.05,0.45,1137581.39,1137581.3942931178,1137581.3942931178
L01482,AA,979025.99,3,Transport,UK,Yes,0.0006,0.45,244182.6,244182.59530182718,244182.59530182718
L01483,BBB,626372.95,1,Healthcare,USA,No,0.005,0.75,544579.0,544579.0039408894,544579.0039408894
L01484,AAA,250069.9,9,Healthcare,China,No,0.0003,0.75,184172.28,184172.28123535542,184172.28123535542
L01485,A,418421.92,10,Transport,France,Yes,0.002,0.45,473817.89,473817.8866059711,473817.8866059711
L01486,BBB,295823.05,8,Finance,Italy,Yes,0.005,0.45,395169.69,395169.69118050847,395169.69118050847
L01487,BBB,364451.97,5,Transport,Italy,Yes,0.005,0.45,359676.35,359676.34748821426,359676.34748821426
L01488,BB,359759.91,2,Transport,Germany,No,0.018,0.75,630025.98,630025.976480755,630025.976480755
L01489,BBB,348424.63,5,Real Estate,Germany,No,0.005,0.75,573098.37,573098.3714778315,573098.3714778315
L01490,BBB,236199.56,6,Manufacturing,Italy,No,0.005,0.75,434295.43,434295.4283031234,434295.4283031234
L01491,A,415057.63,1,Healthcare,Germany,Yes,0.002,0.45,124623.25,124623.24723452578,124623.24723452578
L01492,BBB,334267.28,4,Real Estate,France,Yes,0.005,0.45,291008.01,291008.0139350409,291008.0139350409
L01493,A,102260.18,9,Transport,USA,No,0.002,0.75,177239.54,177239.54255785665,177239.54255785665
L01494,AA,1234882.04,2,Energy,USA,No,0.0006,0.75,389016.14,389016.14466273115,389016.14466273115
L01495,BB,762520.62,5,Real Estate,UK,Yes,0.018,0.45,1093535.44,1093535.4397116785,1093535.4397116785
L01496,BB,366535.13,1,Transport,France,Yes,0.018,0.45,338296.06,338296.0606710686,338296.0606710686
L01497,BB,446595.94,4,Healthcare,China,Yes,0.018,0.45,583396.64,583396.6377116763,583396.6377116763
L01498,BBB,246267.3,4,Transport,Germany,No,0.005,0.75,357327.61,357327.6145471815,357327.6145471815
L01499,BBB,1032879.86,6,Manufacturing,Germany,No,0.005,0.45,1899135.63,1139481.3805352647,1139481.3805352647
L01500,B,1142402.83,10,Finance,China,No,0.05,0.45,4562556.26,2737533.7541518314,0.0
L01501,BBB,478469.08,9,Retail,UK,Yes,0.005,0.45,694805.49,694805.4925520818,694805.4925520818
L01502,BBB,738048.87,3,Real Estate,UK,Yes,0.005,0.45,556690.47,556690.465691537,556690.465691537
L01503,AAA,482937.92,9,Real Estate,Germany,Yes,0.0003,0.45,213405.4,213405.40006164098,213405.40006164098
L01504,A,226757.69,6,Real Estate,Germany,No,0.002,0.75,288191.56,288191.56158986076,288191.56158986076
L01505,BBB,360082.45,7,Transport,China,Yes,0.005,0.45,439127.63,439127.63419912005,439127.63419912005
L01506,BBB,472580.78,10,Manufacturing,France,No,0.005,0.75,1235369.13,1235369.1303171578,1235369.1303171578
L01507,BBB,352471.89,2,Transport,China,Yes,0.005,0.45,224863.51,224863.51355808045,224863.51355808045
L01508,BBB,396595.98,10,Transport,UK,No,0.005,0.75,1036737.95,1036737.9538792942,1036737.9538792942
L01509,BB,422650.22,6,Finance,China,No,0.018,0.75,1100224.31,1100224.3093527982,1100224.3093527982
L01510,BB,424879.45,6,Energy,China,Yes,0.018,0.45,663616.41,663616.4052172223,663616.4052172223
L01511,B,454125.67,2,Manufacturing,China,No,0.05,0.75,1088913.17,1088913.1687307218,1088913.1687307218
L01512,BB,260327.95,2,Real Estate,France,Yes,0.018,0.45,273538.05,273538.0452546531,273538.0452546531
L01513,CCC,309122.19,2,Retail,Brazil,Yes,0.2,0.45,720697.13,720697.1344832671,720697.1344832671
L01514,AAA,232747.13,10,Real Estate,Germany,Yes,0.0003,0.45,113499.63,113499.63015659676,113499.63015659676
L01515,A,721370.23,1,Transport,Italy,No,0.002,0.75,360992.04,360992.040715393,360992.040715393
L01516,AAA,154380.64,5,Manufacturing,China,No,0.0003,0.75,66600.1,66600.104902792,66600.104902792
L01517,BB,787639.02,8,Healthcare,Italy,Yes,0.018,0.45,1431508.76,1431508.7625242844,1431508.7625242844
L01518,B,884851.13,2,Manufacturing,Brazil,No,0.05,0.45,2121716.77,1273030.0594854194,1273030.0594854194
L01519,A,380373.79,5,Manufacturing,Germany,No,0.002,0.75,424810.38,424810.3828680276,424810.3828680276
L01520,B,120382.74,8,Energy,UK,No,0.05,0.75,432754.78,432754.7785276832,432754.7785276832
L01521,AA,369292.66,10,Real Estate,Italy,Yes,0.0006,0.45,248243.76,248243.75673521924,248243.75673521924
L01522,B,428440.83,5,Energy,UK,Yes,0.05,0.45,770248.47,770248.4674495804,770248.4674495804
L01523,BBB,266919.1,2,Healthcare,Italy,No,0.005,0.75,283806.87,283806.8716239122,283806.8716239122
L01524,AA,341940.08,3,Healthcare,UK,Yes,0.0006,0.45,85284.58,85284.57571602815,85284.57571602815
L01525,BBB,950836.69,6,Finance,China,Yes,0.005,0.45,1048970.69,1048970.6946021598,1048970.6946021598
L01526,A,616900.84,5,Retail,Italy,No,0.002,0.75,688969.35,688969.3478407328,688969.3478407328
L01527,A,278651.71,4,Finance,UK,Yes,0.002,0.45,160958.81,160958.8107989288,160958.8107989288
L01528,A,199027.92,4,Transport,Brazil,No,0.002,0.75,191608.95,191608.9522591023,191608.9522591023
L01529,B,375679.38,5,Energy,France,Yes,0.05,0.45,675394.24,675394.2351792394,675394.2351792394
L01530,BBB,397627.78,2,Energy,UK,No,0.005,0.75,422785.39,422785.3919504495,422785.3919504495
L01531,A,566991.5,9,Finance,France,Yes,0.002,0.45,589633.11,589633.1148303846,589633.1148303846
L01532,BB,338521.08,2,Transport,France,Yes,0.018,0.45,355699.01,355699.0115763368,355699.0115763368
L01533,BB,571345.73,10,Manufacturing,Germany,Yes,0.018,0.45,1184424.11,1184424.1121853655,1184424.1121853655
L01534,A,1164237.61,2,Transport,China,No,0.002,0.75,762022.6,762022.5972126868,762022.5972126868
L01535,BBB,665138.46,10,Real Estate,Brazil,No,0.005,0.45,1738732.41,1043239.4489729698,1043239.4489729698
L01536,AA,431902.76,9,Finance,France,Yes,0.0006,0.45,264244.2,264244.20378059073,264244.20378059073
L01537,A,403698.97,3,Transport,USA,Yes,0.002,0.45,195864.52,195864.52229184125,195864.52229184125
L01538,BB,370149.94,10,Manufacturing,China,No,0.018,0.75,1278894.4,1278894.403860532,1278894.403860532
L01539,A,798364.43,7,Transport,France,Yes,0.002,0.45,682612.36,682612.3626527261,682612.3626527261
L01540,BBB,323302.36,4,Energy,UK,No,0.005,0.75,469103.54,469103.53537101403,469103.53537101403
L01541,BB,452530.91,6,Retail,France,Yes,0.018,0.45,706805.04,706805.0378616295,706805.0378616295
L01542,AA,453884.91,4,Energy,UK,No,0.0006,0.75,234366.39,234366.38910510408,234366.38910510408
L01543,BBB,344244.66,10,Healthcare,UK,No,0.005,0.75,899886.84,899886.8431351052,899886.8431351052
L01544,A,222741.51,7,Retail,USA,No,0.002,0.75,317411.66,317411.66207754647,317411.66207754647
L01545,CCC,519949.65,1,Healthcare,France,No,0.2,0.45,1932186.48,1159311.887130633,1159311.887130633
L01546,BBB,429122.63,3,Transport,France,Yes,0.005,0.45,323675.69,323675.6892988362,323675.6892988362
