Loan ID,Rating,PD,EAD,LGD,Maturity,Sector,Country,Secured,RWA,RWA_after_CDS,RWA_final
L01269,BB,0.018,358988.35,0.75,2,Finance,Italy,No,628674.79,628674.79,628674.79
L01270,A,0.002,160668.11,0.45,6,Energy,Germany,Yes,122518.08,122518.08,122518.08
L01271,BB,0.018,258997.53,0.45,3,Real Estate,Brazil,Yes,305236.72,305236.72,305236.72
L01272,B,0.05,1150502.71,0.45,6,Manufacturing,UK,No,3676804.05,2206082.43,0.0
L01273,BB,0.018,233228.1,0.45,3,Retail,Brazil,Yes,274866.64,274866.64,274866.64
L01274,AAA,0.0003,486377.29,0.45,8,Manufacturing,UK,Yes,192667.53,192667.53,192667.53
L01275,BBB,0.005,732136.31,0.45,4,Real Estate,Germany,Yes,637386.74,637386.74,637386.74
L01276,AA,0.0006,236224.68,0.45,10,Finance,UK,Yes,158793.58,158793.58,158793.58
L01277,A,0.002,485218.82,0.45,6,Energy,Germany,Yes,370005.45,370005.45,370005.45
L01278,CCC,0.2,707121.49,0.45,9,Energy,Italy,Yes,2152348.57,2152348.57,0.0
L01279,AA,0.0006,445186.98,0.75,2,Manufacturing,China,No,140244.1,140244.1,140244.1
L01280,BBB,0.005,1856496.24,0.45,2,Transport,USA,No,1973955.37,1184373.22,1184373.22
L01281,BB,0.018,192086.37,0.75,7,Transport,UK,No,540941.06,540941.06,540941.06
L01282,BB,0.018,751152.72,0.45,2,Finance,Germany,Yes,789269.25,789269.25,789269.25
L01283,BBB,0.005,405793.27,0.75,2,Energy,Brazil,No,431467.51,431467.51,431467.51
L01284,AAA,0.0003,650801.58,0.75,4,Manufacturing,Germany,No,231120.21,231120.21,231120.21
L01285,A,0.002,551641.45,0.75,9,Manufacturing,Brazil,No,956116.82,956116.82,956116.82
L01286,BBB,0.005,306637.61,0.45,8,Manufacturing,UK,Yes,409616.12,409616.12,409616.12
L01287,AA,0.0006,496082.83,0.45,2,Real Estate,France,Yes,93766.48,93766.48,93766.48
L01288,BBB,0.005,174739.1,0.75,8,Finance,Brazil,No,389036.6,389036.6,389036.6
L01289,AAA,0.0003,598166.1,0.75,4,Transport,Germany,No,212427.69,212427.69,212427.69
L01290,AA,0.0006,513537.96,0.75,2,Transport,UK,No,161776.23,161776.23,161776.23
L01291,BBB,0.005,608851.75,0.45,10,Real Estate,Germany,Yes,954956.3,954956.3,954956.3
L01292,AA,0.0006,750923.58,0.45,7,Retail,France,Yes,368714.0,368714.0,368714.0
L01293,BBB,0.005,531686.82,0.75,6,Real Estate,USA,No,977601.97,977601.97,977601.97
L01294,BB,0.018,476415.05,0.45,10,Finance,China,Yes,987628.76,987628.76,987628.76
L01295,B,0.05,284778.18,0.75,5,Manufacturing,China,No,853287.63,853287.63,853287.63
L01296,A,0.002,309864.26,0.75,1,Real Estate,France,No,155063.97,155063.97,155063.97
L01297,A,0.002,800800.64,0.75,2,Manufacturing,Italy,No,524144.02,524144.02,524144.02
L01298,AA,0.0006,907244.9,0.45,8,Finance,UK,Yes,500267.59,500267.59,500267.59
L01299,BB,0.018,392756.37,0.45,1,Healthcare,France,Yes,362497.13,362497.13,362497.13
L01300,BB,0.018,452707.44,0.75,3,Finance,USA,No,889216.55,889216.55,889216.55
L01301,AAA,0.0003,281445.14,0.75,2,Energy,Germany,No,57018.24,57018.24,57018.24
L01302,B,0.05,795223.45,0.45,5,Manufacturing,UK,Yes,1429648.16,1429648.16,1429648.16
L01303,AA,0.0006,617051.9,0.45,4,Transport,Brazil,Yes,191171.23,191171.23,191171.23
L01304,BBB,0.005,1167772.58,0.45,7,Real Estate,France,Yes,1424121.64,1424121.64,1424121.64
L01305,BB,0.018,285169.34,0.75,5,Healthcare,USA,No,681605.13,681605.13,681605.13
L01306,B,0.05,366222.39,0.75,8,Finance,France,No,1316505.08,1316505.08,1316505.08
L01307,BB,0.018,496690.79,0.75,4,Manufacturing,Italy,No,1081394.13,1081394.13,1081394.13
L01308,B,0.05,611239.88,0.45,6,Healthcare,China,Yes,1172049.01,1172049.01,1172049.01
L01309,A,0.002,397188.47,0.75,4,Retail,China,No,382382.87,382382.87,382382.87
L01310,B,0.05,285934.9,0.45,2,Energy,UK,Yes,411372.84,411372.84,411372.84
L01311,AA,0.0006,687422.08,0.45,1,Retail,Germany,Yes,88411.9,88411.9,88411.9
L01312,B,0.05,634484.21,0.75,1,Finance,USA,No,1394801.43,1394801.43,1394801.43
L01313,BBB,0.005,279809.12,0.45,8,Retail,France,Yes,373777.78,373777.78,373777.78
L01314,B,0.05,871282.38,0.45,4,Retail,UK,Yes,1462093.9,1462093.9,1462093.9
L01315,BBB,0.005,794206.95,0.75,5,Energy,France,No,1306333.34,1306333.34,1306333.34
L01316,BB,0.018,473140.78,0.45,8,Energy,UK,Yes,859918.26,859918.26,859918.26
L01317,BBB,0.005,460376.05,0.45,7,Energy,China,Yes,561437.65,561437.65,561437.65
L01318,BB,0.018,583633.73,0.45,8,Healthcare,Italy,Yes,1060735.66,1060735.66,1060735.66
L01319,AA,0.0006,287548.97,0.45,8,Energy,France,Yes,158558.55,158558.55,158558.55
L01320,AA,0.0006,449106.68,0.75,6,Retail,Italy,No,322319.34,322319.34,322319.34
L01321,A,0.002,150814.85,0.45,10,Transport,Brazil,Yes,170781.62,170781.62,170781.62
L01322,A,0.002,685722.17,0.75,2,Transport,Brazil,No,448822.29,448822.29,448822.29
L01323,B,0.05,202653.6,0.45,6,Energy,China,Yes,388587.13,388587.13,388587.13
L01324,A,0.002,938192.02,0.45,1,Healthcare,USA,Yes,281697.11,281697.11,281697.11
L01325,CCC,0.2,375097.01,0.45,1,Real Estate,Italy,Yes,836339.49,836339.49,836339.49
L01326,A,0.002,397983.77,0.75,3,Manufacturing,UK,No,321819.42,321819.42,321819.42
L01327,A,0.002,323234.4,0.45,3,Finance,USA,Yes,156825.15,156825.15,156825.15
L01328,BB,0.018,383072.89,0.75,5,Healthcare,France,No,915611.92,915611.92,915611.92
L01329,BB,0.018,899204.42,0.45,1,Real Estate,France,Yes,829926.76,829926.76,829926.76
L01330,BBB,0.005,127528.57,0.75,10,Finance,UK,No,333371.28,333371.28,333371.28
L01331,BBB,0.005,837756.44,0.45,6,Real Estate,Germany,No,1540366.09,924219.65,924219.65
L01332,BB,0.018,523876.76,0.75,7,Real Estate,Germany,No,1475307.44,1475307.44,1475307.44
L01333,A,0.002,241950.68,0.75,10,Transport,France,No,456638.6,456638.6,456638.6
L01334,CCC,0.2,258420.61,0.75,3,Manufacturing,China,No,1047982.0,1047982.0,1047982.0
L01335,CCC,0.2,1022945.24,0.45,4,Real Estate,China,No,4321892.66,2593135.6,0.0
L01336,BB,0.018,275749.07,0.45,10,Energy,UK,Yes,571639.61,571639.61,571639.61
L01337,A,0.002,248531.47,0.45,10,Finance,Germany,Yes,281435.2,281435.2,281435.2
L01338,BB,0.018,781255.31,0.45,10,Healthcare,Italy,No,2699292.74,1619575.64,0.0
L01339,AA,0.0006,524015.45,0.45,10,Transport,France,Yes,352250.61,352250.61,352250.61
L01340,AAA,0.0003,276796.32,0.45,10,Finance,Brazil,Yes,134980.31,134980.31,134980.31
L01341,A,0.002,493023.68,0.45,3,Energy,Italy,Yes,239202.61,239202.61,239202.61
L01342,BBB,0.005,264904.23,0.45,1,Energy,UK,Yes,138187.27,138187.27,138187.27
L01343,B,0.05,767129.34,0.45,8,Real Estate,Brazil,No,2757695.06,1654617.04,0.0
L01344,BB,0.018,752145.81,0.45,10,Energy,Italy,Yes,1559230.4,1559230.4,0.0
L01345,BB,0.018,577234.05,0.45,10,Manufacturing,Germany,No,1994384.75,1196630.85,1196630.85
L01346,BBB,0.005,530105.08,0.75,2,Energy,China,No,563644.43,563644.43,563644.43
L01347,A,0.002,1067248.14,0.75,1,Real Estate,Germany,No,534078.16,534078.16,534078.16
L01348,BBB,0.005,442344.01,0.45,8,Finance,Brazil,Yes,590896.98,590896.98,590896.98
L01349,CCC,0.2,245012.12,0.45,7,Energy,USA,Yes,695902.63,695902.63,695902.63
L01350,AAA,0.0003,553898.62,0.75,7,Transport,China,No,323444.98,323444.98,323444.98
L01351,B,0.05,1255473.72,0.45,4,Healthcare,France,No,3511338.6,2106803.16,0.0
L01352,BBB,0.005,266364.31,0.75,9,Transport,Brazil,No,644665.08,644665.08,644665.08
L01353,BBB,0.005,369264.55,0.45,6,Transport,UK,Yes,407375.63,407375.63,407375.63
L01354,BB,0.018,544826.69,0.45,2,Finance,France,Yes,572473.4,572473.4,572473.4
L01355,BBB,0.005,430648.54,0.75,1,Retail,Italy,No,374412.96,374412.96,374412.96
L01356,B,0.05,270722.13,0.45,1,Healthcare,China,Yes,357080.86,357080.86,357080.86
L01357,B,0.05,775240.77,0.45,9,Transport,UK,No,2941514.85,1764908.91,0.0
L01358,BBB,0.005,1411297.94,0.45,4,Transport,UK,No,2047757.56,1228654.54,1228654.54
L01359,A,0.002,487997.58,0.75,5,Retail,Germany,No,545007.16,545007.16,545007.16
L01360,BBB,0.005,281521.99,0.45,3,Finance,Italy,Yes,212344.49,212344.49,212344.49
L01361,B,0.05,203927.48,0.45,4,Healthcare,Germany,Yes,342209.52,342209.52,342209.52
L01362,A,0.002,503323.3,0.75,8,Transport,Germany,No,794808.89,794808.89,794808.89
L01363,BB,0.018,768302.39,0.45,4,Real Estate,China,No,1672746.33,1003647.8,1003647.8
L01364,BB,0.018,561060.42,0.45,9,Finance,USA,No,1819009.68,1091405.81,1091405.81
L01365,BB,0.018,441881.97,0.75,9,Healthcare,Germany,No,1432622.14,1432622.14,1432622.14
L01366,AA,0.0006,329510.72,0.75,6,Transport,France,No,236486.53,236486.53,236486.53
L01367,BB,0.018,256252.4,0.75,2,Transport,UK,No,448759.48,448759.48,448759.48
L01368,B,0.05,671571.43,0.45,10,Retail,China,Yes,1609283.0,1609283.0,0.0
L01369,A,0.002,698636.47,0.45,7,Healthcare,Germany,Yes,597343.61,597343.61,597343.61
L01370,A,0.002,204257.17,0.45,9,Real Estate,Brazil,Yes,212413.75,212413.75,212413.75
L01371,CCC,0.2,979619.48,0.45,6,Finance,France,Yes,2682696.71,2682696.71,0.0
L01372,A,0.002,589503.31,0.45,3,Energy,Italy,Yes,286012.09,286012.09,286012.09
L01373,B,0.05,890730.62,0.45,7,Manufacturing,UK,Yes,1814591.44,1814591.44,0.0
L01374,BBB,0.005,226146.01,0.75,5,Real Estate,China,No,371971.15,371971.15,371971.15
L01375,A,0.002,223482.4,0.45,1,Energy,Brazil,Yes,67101.77,67101.77,67101.77
L01376,B,0.05,410657.72,0.45,3,Real Estate,China,Yes,639966.58,639966.58,639966.58
L01377,BBB,0.005,568861.47,0.45,5,Healthcare,China,Yes,561407.35,561407.35,561407.35
L01378,BBB,0.005,1086183.15,0.45,7,Energy,Brazil,No,2207702.88,1324621.73,1324621.73
L01379,BBB,0.005,629725.61,0.45,3,Healthcare,Italy,Yes,474985.14,474985.14,474985.14
L01380,BBB,0.005,391859.78,0.45,6,Energy,Brazil,Yes,432302.87,432302.87,432302.87
L01381,A,0.002,264822.59,0.45,5,Real Estate,France,Yes,177456.05,177456.05,177456.05
L01382,BBB,0.005,818313.08,0.75,1,Retail,China,No,711454.93,711454.93,711454.93
L01383,CCC,0.2,273114.74,0.75,10,Real Estate,Italy,No,1431843.46,1431843.46,1431843.46
L01384,A,0.002,998724.53,0.75,6,Healthcare,China,No,1269301.97,1269301.97,1269301.97
L01385,BB,0.018,383773.45,0.45,8,Real Estate,Brazil,Yes,697495.99,697495.99,697495.99
L01386,A,0.002,979983.52,0.75,1,Energy,Italy,No,490408.72,490408.72,490408.72
L01387,BB,0.018,621235.58,0.45,2,Manufacturing,Italy,Yes,652759.59,652759.59,652759.59
L01388,AA,0.0006,413123.66,0.45,4,Energy,Germany,Yes,127991.43,127991.43,127991.43
L01389,CCC,0.2,341226.52,0.45,2,Transport,Germany,Yes,795546.17,795546.17,795546.17
L01390,BBB,0.005,373079.22,0.45,9,Real Estate,Germany,Yes,541764.35,541764.35,541764.35
L01391,A,0.002,548070.03,0.75,10,Finance,Brazil,No,1034384.08,1034384.08,1034384.08
L01392,AA,0.0006,459814.42,0.45,8,Real Estate,UK,Yes,253548.14,253548.14,253548.14
L01393,A,0.002,328763.62,0.45,8,Retail,France,Yes,311494.72,311494.72,311494.72
L01394,BBB,0.005,407250.72,0.45,4,Healthcare,Brazil,Yes,354546.29,354546.29,354546.29
L01395,A,0.002,460141.12,0.45,5,Finance,China,Yes,308337.85,308337.85,308337.85
L01396,B,0.05,152608.78,0.75,4,Energy,Germany,No,426819.85,426819.85,426819.85
L01397,BBB,0.005,556311.72,0.75,9,Retail,Italy,No,1346406.89,1346406.89,1346406.89
L01398,A,0.002,271071.9,0.75,2,Real Estate,Brazil,No,177423.33,177423.33,177423.33
L01399,BB,0.018,248533.72,0.45,8,Energy,Italy,Yes,451702.1,451702.1,451702.1
L01400,BB,0.018,190294.44,0.45,2,Energy,China,Yes,199950.75,199950.75,199950.75
L01401,A,0.002,180421.99,0.45,1,Transport,Italy,Yes,54172.66,54172.66,54172.66
L01402,A,0.002,224644.91,0.75,10,Transport,Italy,No,423977.06,423977.06,423977.06
L01403,AAA,0.0003,310360.41,0.75,3,Manufacturing,USA,No,86547.5,86547.5,86547.5
L01404,BB,0.018,1174824.78,0.45,9,Transport,UK,No,3808890.4,2285334.24,0.0
L01405,BB,0.018,340122.17,0.45,3,Healthcare,France,Yes,400844.65,400844.65,400844.65
L01406,BBB,0.005,483533.1,0.45,9,Finance,France,Yes,702159.17,702159.17,702159.17
L01407,B,0.05,540495.02,0.45,7,Energy,Germany,Yes,1101093.43,1101093.43,1101093.43
L01408,B,0.05,472376.96,0.45,10,Transport,USA,No,1886590.61,1131954.37,1131954.37
L01409,BBB,0.005,425609.81,0.75,1,Manufacturing,Brazil,No,370032.21,370032.21,370032.21
L01410,B,0.05,243373.63,0.75,10,Real Estate,Brazil,No,971991.53,971991.53,971991.53
L01411,A,0.002,913888.43,0.75,5,Finance,France,No,1020652.06,1020652.06,1020652.06
L01412,AA,0.0006,1092083.96,0.45,9,Transport,UK,Yes,668152.38,668152.38,668152.38
L01413,A,0.002,190740.79,0.45,3,Energy,Italy,Yes,92542.6,92542.6,92542.6
L01414,AA,0.0006,265132.69,0.45,9,Real Estate,China,Yes,162211.92,162211.92,162211.92
L01415,BBB,0.005,384652.2,0.45,5,Healthcare,Germany,Yes,379611.88,379611.88,379611.88
L01416,B,0.05,273137.63,0.45,9,Energy,UK,Yes,621823.64,621823.64,621823.64
L01417,AAA,0.0003,569767.0,0.75,10,Real Estate,France,No,463080.14,463080.14,463080.14
L01418,AA,0.0006,307387.33,0.75,6,Healthcare,USA,No,220608.79,220608.79,220608.79
L01419,BBB,0.005,1306063.27,0.45,9,Healthcare,Germany,Yes,1896590.55,1896590.55,0.0
L01420,B,0.05,802329.22,0.45,7,Finance,France,Yes,1634500.6,1634500.6,0.0
L01421,A,0.002,492026.09,0.45,7,Energy,Brazil,Yes,420688.95,420688.95,420688.95
L01422,BBB,0.005,739325.18,0.45,8,Transport,Germany,No,1646022.87,987613.72,987613.72
L01423,AAA,0.0003,769079.95,0.45,7,Transport,France,Yes,269459.11,269459.11,269459.11
L01424,AA,0.0006,333709.54,0.45,9,Manufacturing,Brazil,Yes,204168.21,204168.21,204168.21
L01425,CCC,0.2,294163.61,0.75,9,Real Estate,China,No,1492300.44,1492300.44,1492300.44
L01426,CCC,0.2,460041.29,0.45,6,Manufacturing,Brazil,Yes,1259827.19,1259827.19,1259827.19
L01427,AAA,0.0003,680659.91,0.45,7,Retail,Italy,Yes,238479.78,238479.78,238479.78
L01428,CCC,0.2,474269.12,0.45,2,Transport,USA,No,1842876.41,1105725.85,1105725.85
L01429,BB,0.018,201088.78,0.75,9,Real Estate,Italy,No,651948.39,651948.39,651948.39
L01430,B,0.05,296140.05,0.75,1,Finance,France,No,651011.57,651011.57,651011.57
L01431,BBB,0.005,426349.01,0.45,1,Manufacturing,China,Yes,222404.93,222404.93,222404.93
L01432,BBB,0.005,425988.32,0.45,3,Finance,UK,Yes,321311.56,321311.56,321311.56
L01433,BBB,0.005,1186206.65,0.45,6,Finance,China,No,2181054.55,1308632.73,1308632.73
L01434,BB,0.018,221240.59,0.45,5,Finance,China,Yes,317282.47,317282.47,317282.47
L01435,AA,0.0006,569659.8,0.75,2,Manufacturing,China,No,179455.89,179455.89,179455.89
L01436,AAA,0.0003,931504.74,0.75,9,Retail,Italy,No,686037.6,686037.6,686037.6
L01437,A,0.002,1377422.93,0.45,10,Healthcare,UK,No,2599639.23,1559783.54,0.0
L01438,BB,0.018,361421.91,0.45,4,Healthcare,Brazil,Yes,472132.21,472132.21,472132.21
L01439,A,0.002,565640.91,0.45,4,Manufacturing,France,Yes,326733.64,326733.64,326733.64
L01440,BB,0.018,588234.04,0.45,5,Healthcare,USA,Yes,843590.0,843590.0,843590.0
L01441,CCC,0.2,487839.07,0.45,8,Energy,UK,No,2392076.43,1435245.86,1435245.86
L01442,AA,0.0006,421079.7,0.45,10,Healthcare,France,Yes,283055.74,283055.74,283055.74
L01443,BB,0.018,550172.8,0.45,4,Transport,UK,Yes,718701.03,718701.03,718701.03
L01444,BBB,0.005,124726.29,0.45,5,Manufacturing,Italy,Yes,123091.93,123091.93,123091.93
L01445,B,0.05,622211.13,0.45,4,Healthcare,France,Yes,1044128.89,1044128.89,1044128.89
L01446,A,0.002,471224.05,0.45,6,Manufacturing,Italy,Yes,359333.69,359333.69,359333.69
L01447,BB,0.018,395838.89,0.45,3,Retail,Germany,Yes,466508.56,466508.56,466508.56
L01448,B,0.05,1231115.34,0.45,8,Energy,France,No,4425643.13,2655385.88,0.0
L01449,B,0.05,315695.36,0.45,6,Manufacturing,UK,Yes,605344.06,605344.06,605344.06
L01450,BB,0.018,361660.79,0.45,10,Transport,Germany,Yes,749738.27,749738.27,749738.27
L01451,BBB,0.005,1197535.98,0.45,5,Healthcare,Italy,No,1969739.97,1181843.98,1181843.98
L01452,BB,0.018,291842.44,0.75,2,Transport,Italy,No,511086.18,511086.18,511086.18
L01453,B,0.05,336025.51,0.45,10,Healthcare,UK,Yes,805216.12,805216.12,805216.12
L01454,BBB,0.005,411057.05,0.45,10,Manufacturing,Germany,Yes,644724.3,644724.3,644724.3
L01455,AAA,0.0003,673583.5,0.75,7,Finance,China,No,393334.08,393334.08,393334.08
L01456,B,0.05,490853.63,0.45,2,Healthcare,Brazil,Yes,706188.2,706188.2,706188.2
L01457,BB,0.018,231813.24,0.45,1,Finance,USA,Yes,213953.59,213953.59,213953.59
L01458,BB,0.018,339054.36,0.45,7,Energy,UK,Yes,572893.62,572893.62,572893.62
L01459,A,0.002,326544.92,0.45,5,Transport,Italy,Yes,218815.82,218815.82,218815.82
L01460,BB,0.018,425657.15,0.45,1,Finance,France,Yes,392863.13,392863.13,392863.13
L01461,BBB,0.005,547392.75,0.75,4,Transport,Germany,No,794253.02,794253.02,794253.02
L01462,BB,0.018,545306.27,0.75,4,Healthcare,Brazil,No,1187239.65,1187239.65,1187239.65
L01463,AA,0.0006,182042.26,0.45,10,Healthcare,USA,Yes,122371.39,122371.39,122371.39
L01464,BB,0.018,753112.95,0.45,7,Energy,France,Yes,1272520.44,1272520.44,1272520.44
L01465,CCC,0.2,501964.37,0.45,9,Healthcare,Germany,No,2546479.66,1527887.79,0.0
L01466,AAA,0.0003,884047.46,0.45,2,Energy,Brazil,Yes,107460.01,107460.01,107460.01
L01467,CCC,0.2,552439.48,0.45,1,Finance,UK,Yes,1231753.22,1231753.22,1231753.22
L01468,BBB,0.005,767321.75,0.75,2,Healthcare,Brazil,No,815869.62,815869.62,815869.62
L01469,B,0.05,558646.77,0.45,7,Manufacturing,UK,No,1896786.79,1138072.08,1138072.08
L01470,BB,0.018,867276.29,0.45,10,Real Estate,China,Yes,1797900.81,1797900.81,0.0
L01471,BBB,0.005,574425.29,0.75,6,Retail,Germany,No,1056184.34,1056184.34,1056184.34
L01472,BB,0.018,421275.54,0.45,4,Real Estate,Brazil,Yes,550320.13,550320.13,550320.13
L01473,B,0.05,1378101.47,0.45,1,Real Estate,USA,Yes,1817707.55,1817707.55,0.0
L01474,BBB,0.005,690049.46,0.45,1,Transport,Brazil,Yes,359964.25,359964.25,359964.25
L01475,A,0.002,589406.99,0.75,5,Energy,Germany,No,658263.57,658263.57,658263.57
L01476,BB,0.018,233712.68,0.75,1,Transport,France,No,359511.15,359511.15,359511.15
L01477,B,0.05,232314.23,0.75,7,Finance,France,No,788782.08,788782.08,788782.08
L01478,BB,0.018,512142.27,0.45,1,Retail,Brazil,Yes,472685.15,472685.15,472685.15
L01479,BB,0.018,475803.67,0.45,1,Finance,Brazil,Yes,439146.19,439146.19,439146.19
L01480,BBB,0.005,325441.73,0.45,2,Manufacturing,UK,Yes,207619.31,207619.31,207619.31
L01481,B,0.05,474725.18,0.45,10,Retail,Germany,Yes,1137581.39,1137581.39,1137581.39
L01482,AA,0.0006,979025.99,0.45,3,Transport,UK,Yes,244182.6,244182.6,244182.6
L01483,BBB,0.005,626372.95,0.75,1,Healthcare,USA,No,544579.0,544579.0,544579.0
L01484,AAA,0.0003,250069.9,0.75,9,Healthcare,China,No,184172.28,184172.28,184172.28
L01485,A,0.002,418421.92,0.45,10,Transport,France,Yes,473817.89,473817.89,473817.89
L01486,BBB,0.005,295823.05,0.45,8,Finance,Italy,Yes,395169.69,395169.69,395169.69
L01487,BBB,0.005,364451.97,0.45,5,Transport,Italy,Yes,359676.35,359676.35,359676.35
L01488,BB,0.018,359759.91,0.75,2,Transport,Germany,No,630025.98,630025.98,630025.98
L01489,BBB,0.005,348424.63,0.75,5,Real Estate,Germany,No,573098.37,573098.37,573098.37
L01490,BBB,0.005,236199.56,0.75,6,Manufacturing,Italy,No,434295.43,434295.43,434295.43
L01491,A,0.002,415057.63,0.45,1,Healthcare,Germany,Yes,124623.25,124623.25,124623.25
L01492,BBB,0.005,334267.28,0.45,4,Real Estate,France,Yes,291008.01,291008.01,291008.01
L01493,A,0.002,102260.18,0.75,9,Transport,USA,No,177239.54,177239.54,177239.54
L01494,AA,0.0006,1234882.04,0.75,2,Energy,USA,No,389016.14,389016.14,389016.14
L01495,BB,0.018,762520.62,0.45,5,Real Estate,UK,Yes,1093535.44,1093535.44,1093535.44
L01496,BB,0.018,366535.13,0.45,1,Transport,France,Yes,338296.06,338296.06,338296.06
L01497,BB,0.018,446595.94,0.45,4,Healthcare,China,Yes,583396.64,583396.64,583396.64
L01498,BBB,0.005,246267.3,0.75,4,Transport,Germany,No,357327.61,357327.61,357327.61
L01499,BBB,0.005,1032879.86,0.45,6,Manufacturing,Germany,No,1899135.63,1139481.38,1139481.38
L01500,B,0.05,1142402.83,0.45,10,Finance,China,No,4562556.26,2737533.75,0.0
L01501,BBB,0.005,478469.08,0.45,9,Retail,UK,Yes,694805.49,694805.49,694805.49
L01502,BBB,0.005,738048.87,0.45,3,Real Estate,UK,Yes,556690.47,556690.47,556690.47
L01503,AAA,0.0003,482937.92,0.45,9,Real Estate,Germany,Yes,213405.4,213405.4,213405.4
L01504,A,0.002,226757.69,0.75,6,Real Estate,Germany,No,288191.56,288191.56,288191.56
L01505,BBB,0.005,360082.45,0.45,7,Transport,China,Yes,439127.63,439127.63,439127.63
L01506,BBB,0.005,472580.78,0.75,10,Manufacturing,France,No,1235369.13,1235369.13,1235369.13
L01507,BBB,0.005,352471.89,0.45,2,Transport,China,Yes,224863.51,224863.51,224863.51
L01508,BBB,0.005,396595.98,0.75,10,Transport,UK,No,1036737.95,1036737.95,1036737.95
L01509,BB,0.018,422650.22,0.75,6,Finance,China,No,1100224.31,1100224.31,1100224.31
L01510,BB,0.018,424879.45,0.45,6,Energy,China,Yes,663616.41,663616.41,663616.41
L01511,B,0.05,454125.67,0.75,2,Manufacturing,China,No,1088913.17,1088913.17,1088913.17
L01512,BB,0.018,260327.95,0.45,2,Real Estate,France,Yes,273538.05,273538.05,273538.05
L01513,CCC,0.2,309122.19,0.45,2,Retail,Brazil,Yes,720697.13,720697.13,720697.13
L01514,AAA,0.0003,232747.13,0.45,10,Real Estate,Germany,Yes,113499.63,113499.63,113499.63
L01515,A,0.002,721370.23,0.75,1,Transport,Italy,No,360992.04,360992.04,360992.04
L01516,AAA,0.0003,154380.64,0.75,5,Manufacturing,China,No,66600.1,66600.1,66600.1
L01517,BB,0.018,787639.02,0.45,8,Healthcare,Italy,Yes,1431508.76,1431508.76,1431508.76
L01518,B,0.05,884851.13,0.45,2,Manufacturing,Brazil,No,2121716.77,1273030.06,1273030.06
L01519,A,0.002,380373.79,0.75,5,Manufacturing,Germany,No,424810.38,424810.38,424810.38
L01520,B,0.05,120382.74,0.75,8,Energy,UK,No,432754.78,432754.78,432754.78
L01521,AA,0.0006,369292.66,0.45,10,Real Estate,Italy,Yes,248243.76,248243.76,248243.76
L01522,B,0.05,428440.83,0.45,5,Energy,UK,Yes,770248.47,770248.47,770248.47
L01523,BBB,0.005,266919.1,0.75,2,Healthcare,Italy,No,283806.87,283806.87,283806.87
L01524,AA,0.0006,341940.08,0.45,3,Healthcare,UK,Yes,85284.58,85284.58,85284.58
L01525,BBB,0.005,950836.69,0.45,6,Finance,China,Yes,1048970.69,1048970.69,1048970.69
L01526,A,0.002,616900.84,0.75,5,Retail,Italy,No,688969.35,688969.35,688969.35
L01527,A,0.002,278651.71,0.45,4,Finance,UK,Yes,160958.81,160958.81,160958.81
L01528,A,0.002,199027.92,0.75,4,Transport,Brazil,No,191608.95,191608.95,191608.95
L01529,B,0.05,375679.38,0.45,5,Energy,France,Yes,675394.24,675394.24,675394.24
L01530,BBB,0.005,397627.78,0.75,2,Energy,UK,No,422785.39,422785.39,422785.39
L01531,A,0.002,566991.5,0.45,9,Finance,France,Yes,589633.11,589633.11,589633.11
L01532,BB,0.018,338521.08,0.45,2,Transport,France,Yes,355699.01,355699.01,355699.01
L01533,BB,0.018,571345.73,0.45,10,Manufacturing,Germany,Yes,1184424.11,1184424.11,1184424.11
L01534,A,0.002,1164237.61,0.75,2,Transport,China,No,762022.6,762022.6,762022.6
L01535,BBB,0.005,665138.46,0.45,10,Real Estate,Brazil,No,1738732.41,1043239.45,1043239.45
L01536,AA,0.0006,431902.76,0.45,9,Finance,France,Yes,264244.2,264244.2,264244.2
L01537,A,0.002,403698.97,0.45,3,Transport,USA,Yes,195864.52,195864.52,195864.52
L01538,BB,0.018,370149.94,0.75,10,Manufacturing,China,No,1278894.4,1278894.4,1278894.4
L01539,A,0.002,798364.43,0.45,7,Transport,France,Yes,682612.36,682612.36,682612.36
L01540,BBB,0.005,323302.36,0.75,4,Energy,UK,No,469103.54,469103.54,469103.54
L01541,BB,0.018,452530.91,0.45,6,Retail,France,Yes,706805.04,706805.04,706805.04
L01542,AA,0.0006,453884.91,0.75,4,Energy,UK,No,234366.39,234366.39,234366.39
L01543,BBB,0.005,344244.66,0.75,10,Healthcare,UK,No,899886.84,899886.84,899886.84
L01544,A,0.002,222741.51,0.75,7,Retail,USA,No,317411.66,317411.66,317411.66
L01545,CCC,0.2,519949.65,0.45,1,Healthcare,France,No,1932186.48,1159311.89,1159311.89
L01546,BBB,0.005,429122.63,0.45,3,Transport,France,Yes,323675.69,323675.69,323675.69
L01547,B,0.05,568138.35,0.45,3,Real Estate,Italy,Yes,885383.47,885383.47,885383.47
L01548,BBB,0.005,338811.72,0.75,1,Transport,China,No,294568.51,294568.51,294568.51
L01549,AAA,0.0003,814565.93,0.45,6,Manufacturing,Italy,Yes,248119.51,248119.51,248119.51
L01550,BB,0.018,285390.33,0.75,9,Transport,Germany,No,925261.8,925261.8,925261.8
L01551,CCC,0.2,1041341.29,0.45,8,Retail,UK,No,5106126.41,3063675.85,0.0
