Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD
L00826,B,231408.93,9,Energy,China,Yes,0.05,0.45
L00827,A,352194.76,8,Real Estate,UK,No,0.002,0.75
L00828,A,484422.78,7,Retail,UK,Yes,0.002,0.45
L00829,BB,595713.27,3,Transport,Brazil,No,0.018,0.75
L00830,BBB,334799.95,2,Real Estate,France,No,0.005,0.75
L00831,A,359871.06,7,Finance,UK,Yes,0.002,0.45
L00832,BBB,278354.52,5,Healthcare,China,Yes,0.005,0.45
L00833,AA,435513.21,6,Manufacturing,Italy,Yes,0.0006,0.45
L00834,A,289463.85,4,Real Estate,China,Yes,0.002,0.45
L00835,BBB,589225.3,2,Energy,China,Yes,0.005,0.45
L00836,BBB,181147.47,9,Retail,Brazil,No,0.005,0.75
L00837,B,369603.16,3,Retail,France,No,0.05,0.75
L00838,BBB,514295.7,7,Real Estate,France,No,0.005,0.75
L00839,BBB,485006.35,8,Finance,UK,Yes,0.005,0.45
L00840,BB,1700642.76,2,Manufacturing,USA,No,0.018,0.75
L00841,AAA,526970.59,6,Energy,China,No,0.0003,0.75
L00842,BB,267793.84,8,Real Estate,Germany,Yes,0.018,0.45
L00843,A,421792.12,7,Real Estate,USA,Yes,0.002,0.45
L00844,CCC,182020.91,3,Healthcare,USA,Yes,0.2,0.45
L00845,AA,424938.67,1,Retail,France,No,0.0006,0.75
L00846,BBB,291697.32,6,Energy,France,Yes,0.005,0.45
L00847,AA,699202.12,8,Manufacturing,Brazil,No,0.0006,0.75
L00848,CCC,336122.13,6,Retail,Brazil,Yes,0.2,0.45
L00849,BBB,417323.53,5,Real Estate,France,No,0.005,0.75
L00850,BBB,321972.39,8,Retail,Italy,Yes,0.005,0.45
L00851,AA,1055395.01,2,Retail,Italy,No,0.0006,0.75
L00852,BB,376765.64,1,Transport,Germany,Yes,0.018,0.45
L00853,A,1106019.98,1,Retail,France,Yes,0.002,0.45
L00854,B,664689.89,4,Finance,UK,No,0.05,0.75
L00855,A,562999.13,6,Retail,Brazil,No,0.002,0.75
L00856,A,531982.87,9,Finance,France,Yes,0.002,0.45
L00857,AAA,538691.67,1,Energy,Italy,Yes,0.0003,0.45
L00858,BBB,168748.33,1,Retail,France,Yes,0.005,0.45
L00859,BBB,384830.52,5,Manufacturing,Italy,Yes,0.005,0.45
L00860,AA,675074.94,10,Finance,France,Yes,0.0006,0.45
L00861,BB,431728.16,5,Finance,China,No,0.018,0.75
L00862,BBB,219126.63,5,Real Estate,UK,No,0.005,0.75
L00863,BBB,430971.73,10,Energy,Germany,Yes,0.005,0.45
L00864,BBB,1037218.07,6,Retail,China,Yes,0.005,0.45
L00865,BBB,825253.47,8,Healthcare,UK,Yes,0.005,0.45
L00866,BBB,428908.12,3,Manufacturing,Italy,Yes,0.005,0.45
L00867,A,711922.72,9,Real Estate,Brazil,Yes,0.002,0.45
L00868,A,368334.4,1,Energy,Brazil,Yes,0.002,0.45
L00869,B,188728.4,4,Finance,USA,Yes,0.05,0.45
L00870,B,278665.39,9,Manufacturing,UK,Yes,0.05,0.45
L00871,BBB,966507.55,8,Retail,France,Yes,0.005,0.45
L00872,A,385772.64,10,Healthcare,Germany,Yes,0.002,0.45
L00873,BB,391722.13,9,Transport,France,Yes,0.018,0.45
L00874,BBB,380819.54,1,Transport,France,No,0.005,0.75
L00875,AAA,1146321.06,9,Energy,UK,No,0.0003,0.75
L00876,A,997472.1,3,Healthcare,Germany,No,0.002,0.75
L00877,BB,1341622.31,10,Manufacturing,USA,Yes,0.018,0.45
L00878,BB,408594.05,9,Real Estate,China,Yes,0.018,0.45
L00879,AAA,512887.73,1,Manufacturing,France,Yes,0.0003,0.45
L00880,A,207249.51,1,Healthcare,Germany,Yes,0.002,0.45
L00881,A,925849.72,9,Finance,USA,No,0.002,0.75
L00882,BB,246744.88,6,Transport,China,Yes,0.018,0.45
L00883,AAA,493060.8,4,Energy,France,Yes,0.0003,0.45
L00884,AA,255594.82,7,Retail,Germany,Yes,0.0006,0.45
L00885,BB,329577.43,5,Manufacturing,China,Yes,0.018,0.45
L00886,A,291084.47,10,Transport,UK,No,0.002,0.75
L00887,BB,326459.89,7,Real Estate,Brazil,Yes,0.018,0.45
L00888,A,337877.49,8,Energy,Brazil,No,0.002,0.75
L00889,AA,336335.89,8,Retail,France,Yes,0.0006,0.45
L00890,A,671095.65,1,Manufacturing,France,No,0.002,0.75
L00891,BB,254630.46,8,Real Estate,China,Yes,0.018,0.45
L00892,B,493990.08,6,Retail,Germany,No,0.05,0.75
L00893,B,813401.06,4,Finance,Brazil,Yes,0.05,0.45
L00894,BBB,342285.96,8,Transport,France,No,0.005,0.75
L00895,BB,308982.7,3,Finance,USA,Yes,0.018,0.45
L00896,A,394248.89,4,Transport,France,Yes,0.002,0.45
L00897,A,797998.98,6,Real Estate,Brazil,No,0.002,0.75
L00898,B,487504.02,7,Finance,Italy,No,0.05,0.75
L00899,AAA,339216.17,4,Transport,Brazil,Yes,0.0003,0.45
L00900,AA,563508.85,4,Energy,USA,No,0.0006,0.75
L00901,A,254957.95,7,Real Estate,Germany,Yes,0.002,0.45
L00902,AAA,621990.29,6,Transport,USA,No,0.0003,0.75
L00903,A,542695.49,8,Manufacturing,Italy,No,0.002,0.75
L00904,BBB,379304.94,1,Transport,Italy,Yes,0.005,0.45
L00905,BBB,290891.93,10,Finance,France,No,0.005,0.75
L00906,B,283980.13,7,Energy,France,No,0.05,0.75
L00907,B,578045.96,7,Retail,Brazil,Yes,0.05,0.45
L00908,A,817895.82,7,Retail,UK,No,0.002,0.75
L00909,A,321690.8,7,Transport,USA,Yes,0.002,0.45
L00910,BBB,556372.52,10,Retail,Brazil,No,0.005,0.75
L00911,BBB,155824.63,10,Transport,UK,No,0.005,0.75
L00912,A,330278.37,8,Energy,Brazil,Yes,0.002,0.45
L00913,BB,435596.02,9,Retail,Italy,No,0.018,0.75
L00914,BBB,280732.71,9,Finance,France,Yes,0.005,0.45
L00915,BBB,276992.81,2,Finance,France,Yes,0.005,0.45
L00916,BBB,316826.7,7,Manufacturing,Brazil,Yes,0.005,0.45
L00917,A,512008.43,7,Transport,France,Yes,0.002,0.45
L00918,B,402856.42,4,Retail,Germany,No,0.05,0.75
L00919,BB,144478.27,9,Finance,Brazil,Yes,0.018,0.45
L00920,AA,153223.04,8,Healthcare,Italy,Yes,0.0006,0.45
L00921,B,326624.81,1,Energy,China,No,0.05,0.75
L00922,BBB,556177.79,2,Energy,Brazil,Yes,0.005,0.45
L00923,B,111999.26,2,Healthcare,Brazil,Yes,0.05,0.45
L00924,BB,344598.38,8,Healthcare,France,Yes,0.018,0.45
L00925,BBB,340059.56,1,Manufacturing,Italy,No,0.005,0.75
L00926,AAA,885731.28,4,Energy,Brazil,Yes,0.0003,0.45
L00927,A,364940.31,10,Energy,France,Yes,0.002,0.45
L00928,BBB,535788.35,5,Retail,USA,Yes,0.005,0.45
L00929,BB,474790.33,9,Transport,Italy,No,0.018,0.75
L00930,A,152469.03,7,Real Estate,UK,Yes,0.002,0.45
L00931,AA,649594.5,8,Energy,Germany,No,0.0006,0.75
L00932,B,492720.94,9,Energy,UK,No,0.05,0.75
L00933,CCC,570423.48,7,Real Estate,China,No,0.2,0.75
L00934,BBB,3150648.47,5,Energy,Italy,Yes,0.005,0.45
L00935,A,156051.84,5,Retail,Brazil,Yes,0.002,0.45
L00936,A,1047951.98,10,Retail,France,No,0.002,0.75
L00937,AAA,383186.17,6,Real Estate,China,Yes,0.0003,0.45
L00938,B,510764.78,5,Finance,Italy,Yes,0.05,0.45
L00939,AA,432459.46,9,Energy,Germany,Yes,0.0006,0.45
L00940,BBB,357854.53,3,Finance,Italy,No,0.005,0.75
L00941,A,332728.97,3,Energy,China,No,0.002,0.75
L00942,BBB,521651.16,7,Transport,France,Yes,0.005,0.45
L00943,BB,207194.48,7,Energy,UK,No,0.018,0.75
L00944,B,643894.12,6,Retail,USA,Yes,0.05,0.45
L00945,A,359296.34,3,Manufacturing,UK,No,0.002,0.75
L00946,AAA,251441.42,7,Healthcare,France,Yes,0.0003,0.45
L00947,AA,353272.0,5,Manufacturing,China,No,0.0006,0.75
L00948,B,829496.86,7,Manufacturing,France,Yes,0.05,0.45
L00949,B,338517.97,2,Manufacturing,Germany,Yes,0.05,0.45
L00950,BBB,529255.62,6,Healthcare,Italy,Yes,0.005,0.45
L00951,BB,306975.08,8,Finance,Italy,Yes,0.018,0.45
L00952,BB,646262.42,1,Healthcare,UK,No,0.018,0.75
L00953,A,623281.7,4,Finance,China,Yes,0.002,0.45
L00954,B,1114932.49,1,Healthcare,USA,Yes,0.05,0.45
L00955,BBB,405233.22,1,Healthcare,USA,Yes,0.005,0.45
L00956,BBB,618051.71,10,Energy,Germany,Yes,0.005,0.45
L00957,BBB,464647.24,8,Finance,France,Yes,0.005,0.45
L00958,AAA,845713.47,7,Energy,Germany,Yes,0.0003,0.45
L00959,A,308841.6,10,Transport,Italy,Yes,0.002,0.45
L00960,BB,642102.13,1,Energy,Brazil,Yes,0.018,0.45
L00961,AA,401374.97,2,Manufacturing,Brazil,Yes,0.0006,0.45
L00962,BB,428439.97,4,Real Estate,Brazil,No,0.018,0.75
L00963,A,463182.42,1,Real Estate,France,No,0.002,0.75
L00964,BBB,501881.94,3,Retail,Germany,Yes,0.005,0.45
L00965,A,417435.57,8,Retail,China,No,0.002,0.75
L00966,BBB,492552.63,8,Energy,UK,No,0.005,0.75
L00967,BB,973895.25,8,Healthcare,Italy,Yes,0.018,0.45
L00968,A,724129.01,6,Healthcare,Brazil,No,0.002,0.75
L00969,BBB,683223.49,6,Real Estate,China,Yes,0.005,0.45
L00970,BBB,352297.14,5,Manufacturing,USA,No,0.005,0.75
L00971,BB,283616.88,9,Finance,Germany,Yes,0.018,0.45
L00972,B,713294.94,4,Manufacturing,Italy,Yes,0.05,0.45
L00973,BB,685582.0,10,Manufacturing,Italy,Yes,0.018,0.45
L00974,A,923878.03,7,Energy,USA,No,0.002,0.75
L00975,AAA,327096.23,1,Energy,USA,No,0.0003,0.75
L00976,A,394441.32,9,Transport,USA,Yes,0.002,0.45
L00977,BBB,194903.12,7,Manufacturing,Brazil,Yes,0.005,0.45
L00978,AA,363583.57,10,Healthcare,Brazil,Yes,0.0006,0.45
L00979,BBB,728166.68,9,Healthcare,Germany,Yes,0.005,0.45
L00980,BBB,350372.56,7,Manufacturing,USA,Yes,0.005,0.45
L00981,A,609405.94,2,Energy,UK,Yes,0.002,0.45
L00982,BB,402217.57,6,Energy,Italy,No,0.018,0.75
L00983,AA,520231.15,10,Transport,USA,No,0.0006,0.75
L00984,AA,249235.7,4,Transport,Italy,Yes,0.0006,0.45
L00985,BB,461669.58,3,Retail,France,Yes,0.018,0.45
L00986,BBB,99154.25,2,Real Estate,China,No,0.005,0.75
L00987,BB,402943.62,6,Manufacturing,France,No,0.018,0.75
L00988,BBB,195783.23,8,Healthcare,USA,No,0.005,0.75
L00989,A,808549.56,6,Manufacturing,Italy,No,0.002,0.75
L00990,B,652589.57,9,Transport,China,No,0.05,0.75
L00991,BB,558681.87,5,Transport,France,Yes,0.018,0.45
L00992,BB,946478.1,2,Retail,USA,Yes,0.018,0.45
L00993,A,275279.37,8,Real Estate,Italy,No,0.002,0.75
L00994,BBB,1059896.27,9,Retail,USA,Yes,0.005,0.45
L00995,BBB,705100.61,10,Healthcare,Brazil,Yes,0.005,0.45
L00996,AA,393061.89,4,Real Estate,Italy,Yes,0.0006,0.45
L00997,B,780593.71,6,Finance,France,No,0.05,0.75
L00998,AA,254448.37,10,Manufacturing,USA,No,0.0006,0.75
L00999,CCC,292945.81,8,Retail,France,Yes,0.2,0.45
L01000,BBB,326343.29,9,Transport,USA,Yes,0.005,0.45
L01001,A,339595.73,5,Retail,Germany,No,0.002,0.75
L01002,BBB,260855.31,6,Finance,France,Yes,0.005,0.45
L01003,B,815487.63,4,Retail,France,Yes,0.05,0.45
L01004,BB,388703.76,5,Manufacturing,UK,No,0.018,0.75
L01005,B,527683.78,7,Finance,China,Yes,0.05,0.45
L01006,BB,332642.73,9,Transport,Brazil,Yes,0.018,0.45
L01007,BB,178028.4,10,Transport,France,No,0.018,0.75
L01008,B,506372.92,6,Energy,Italy,Yes,0.05,0.45
L01009,A,170054.2,6,Finance,China,No,0.002,0.75
L01010,BBB,427488.63,8,Energy,USA,Yes,0.005,0.45
L01011,A,223204.23,4,Energy,Germany,Yes,0.002,0.45
L01012,CCC,1194977.6,3,Manufacturing,Italy,Yes,0.2,0.45
L01013,B,697795.5,7,Retail,China,Yes,0.05,0.45
L01014,AAA,466436.37,5,Transport,Italy,No,0.0003,0.75
L01015,BB,832221.02,2,Transport,Italy,No,0.018,0.75
L01016,B,289769.78,2,Retail,Italy,No,0.05,0.75
L01017,A,580554.92,6,Transport,China,Yes,0.002,0.45
L01018,BBB,488896.07,8,Retail,Germany,No,0.005,0.75
L01019,B,504846.67,1,Finance,UK,Yes,0.05,0.45
L01020,AAA,835826.85,6,Manufacturing,Brazil,No,0.0003,0.75
L01021,BB,638097.3,2,Manufacturing,France,No,0.018,0.75
L01022,A,511121.1,2,Healthcare,China,Yes,0.002,0.45
L01023,B,193407.82,7,Manufacturing,Italy,Yes,0.05,0.45
L01024,CCC,273751.72,10,Retail,France,Yes,0.2,0.45
L01025,B,416085.29,1,Healthcare,China,Yes,0.05,0.45
L01026,BBB,463557.72,6,Retail,France,No,0.005,0.75
L01027,B,251424.53,7,Real Estate,Italy,Yes,0.05,0.45
L01028,B,1477465.0,8,Healthcare,UK,Yes,0.05,0.45
L01029,A,944297.96,7,Transport,China,Yes,0.002,0.45
L01030,B,597828.47,6,Transport,France,No,0.05,0.75
L01031,AAA,458638.88,9,Real Estate,USA,Yes,0.0003,0.45
L01032,BBB,397875.94,3,Real Estate,France,Yes,0.005,0.45
L01033,A,274866.49,6,Manufacturing,Brazil,Yes,0.002,0.45
L01034,AA,459888.92,4,Real Estate,Italy,No,0.0006,0.75
L01035,AA,503267.07,2,Retail,Germany,Yes,0.0006,0.45
L01036,BB,237784.41,1,Energy,France,No,0.018,0.75
L01037,A,522870.03,1,Retail,UK,Yes,0.002,0.45
L01038,BB,409368.28,10,Healthcare,USA,Yes,0.018,0.45
L01039,AA,170432.78,3,Real Estate,USA,Yes,0.0006,0.45
L01040,A,287738.54,4,Transport,Germany,Yes,0.002,0.45
L01041,BBB,359761.73,2,Retail,Brazil,Yes,0.005,0.45
L01042,BB,1136931.85,1,Transport,Germany,Yes,0.018,0.45
L01043,A,584362.37,4,Retail,Brazil,No,0.002,0.75
L01044,BB,226898.76,7,Transport,France,Yes,0.018,0.45
L01045,B,564117.67,10,Finance,Italy,Yes,0.05,0.45
L01046,BB,204096.46,6,Retail,UK,No,0.018,0.75
L01047,A,760206.61,6,Healthcare,USA,Yes,0.002,0.45
L01048,AAA,349562.51,9,Transport,Germany,No,0.0003,0.75
L01049,B,422177.83,2,Energy,UK,No,0.05,0.75
L01050,AAA,858462.54,4,Healthcare,Brazil,Yes,0.0003,0.45
L01051,B,232447.16,5,Manufacturing,Italy,No,0.05,0.75
L01052,BBB,220012.78,1,Retail,USA,Yes,0.005,0.45
L01053,B,330446.6,8,Energy,USA,Yes,0.05,0.45
L01054,BB,743548.61,8,Manufacturing,Brazil,Yes,0.018,0.45
L01055,CCC,206969.55,6,Retail,Italy,Yes,0.2,0.45
L01056,BBB,107357.77,5,Energy,USA,Yes,0.005,0.45
L01057,BB,353069.63,8,Energy,Italy,Yes,0.018,0.45
L01058,BBB,582957.99,3,Healthcare,USA,Yes,0.005,0.45
L01059,BBB,806235.27,3,Finance,France,Yes,0.005,0.45
L01060,BB,350957.12,2,Energy,Brazil,Yes,0.018,0.45
L01061,B,360153.89,5,Finance,Italy,Yes,0.05,0.45
L01062,CCC,787761.27,3,Real Estate,UK,Yes,0.2,0.45
L01063,BB,173707.68,3,Healthcare,France,Yes,0.018,0.45
L01064,BBB,364302.42,6,Transport,China,Yes,0.005,0.45
L01065,BBB,486606.93,8,Healthcare,UK,Yes,0.005,0.45
L01066,BB,553827.95,2,Manufacturing,Brazil,No,0.018,0.75
L01067,A,342866.57,4,Transport,USA,No,0.002,0.75
L01068,AA,450097.95,7,Transport,China,Yes,0.0006,0.45
L01069,BBB,127495.5,1,Finance,UK,No,0.005,0.75
L01070,A,318340.17,1,Transport,France,Yes,0.002,0.45
L01071,A,555017.19,10,Energy,China,Yes,0.002,0.45
L01072,A,270723.42,7,Finance,China,No,0.002,0.75
L01073,AAA,455655.4,7,Transport,Italy,Yes,0.0003,0.45
L01074,AAA,553178.63,1,Finance,Germany,No,0.0003,0.75
L01075,CCC,372773.17,1,Real Estate,UK,Yes,0.2,0.45
L01076,BBB,481774.71,4,Finance,Germany,Yes,0.005,0.45
L01077,BBB,273384.28,5,Retail,Brazil,Yes,0.005,0.45
L01078,BB,398991.09,5,Energy,UK,Yes,0.018,0.45
L01079,A,600253.94,4,Manufacturing,UK,Yes,0.002,0.45
L01080,B,478535.88,8,Retail,Italy,Yes,0.05,0.45
L01081,BB,329962.52,7,Retail,USA,No,0.018,0.75
L01082,AA,494898.61,9,Retail,France,Yes,0.0006,0.45
L01083,BBB,632417.4,7,Transport,France,Yes,0.005,0.45
L01084,B,158741.02,10,Finance,France,Yes,0.05,0.45
L01085,B,789801.58,1,Finance,Brazil,No,0.05,0.75
L01086,BBB,373948.22,7,Healthcare,China,Yes,0.005,0.45
L01087,BB,547295.94,1,Transport,USA,Yes,0.018,0.45
L01088,A,805020.85,7,Energy,Germany,No,0.002,0.75
L01089,CCC,222829.72,10,Transport,France,Yes,0.2,0.45
L01090,A,310295.24,8,Transport,Germany,Yes,0.002,0.45
L01091,B,382975.25,9,Transport,USA,No,0.05,0.75
L01092,BB,298977.39,3,Energy,Brazil,No,0.018,0.75
L01093,BB,1053331.22,4,Healthcare,USA,Yes,0.018,0.45
L01094,BBB,288258.8,4,Energy,Italy,Yes,0.005,0.45
L01095,A,335114.19,9,Real Estate,China,No,0.002,0.75
L01096,A,490016.58,7,Healthcare,France,Yes,0.002,0.45
L01097,A,242540.8,3,Real Estate,Brazil,No,0.002,0.75
L01098,A,363000.56,10,Real Estate,Italy,Yes,0.002,0.45
L01099,BB,518516.24,5,Real Estate,France,Yes,0.018,0.45
L01100,BBB,374583.42,7,Finance,USA,Yes,0.005,0.45
L01101,AA,422230.47,8,Retail,USA,No,0.0006,0.75
L01102,CCC,339535.55,1,Retail,UK,No,0.2,0.75
L01103,B,207474.73,2,Real Estate,UK,No,0.05,0.75
L01104,B,519590.67,7,Real Estate,USA,No,0.05,0.75
L01105,CCC,1063915.51,2,Manufacturing,USA,Yes,0.2,0.45
L01106,A,446502.74,7,Retail,Germany,Yes,0.002,0.45
L01107,BBB,495157.94,9,Manufacturing,China,No,0.005,0.75
L01108,BB,625534.26,2,Healthcare,Germany,No,0.018,0.75
L01109,BB,234529.05,7,Manufacturing,China,No,0.018,0.75
L01110,A,1036393.37,4,Transport,Italy,No,0.002,0.75
L01111,B,489512.07,2,Finance,UK,Yes,0.05,0.45
L01112,A,1000417.98,7,Healthcare,UK,Yes,0.002,0.45
L01113,A,306656.5,5,Energy,USA,No,0.002,0.75
L01114,BBB,1098033.01,1,Retail,USA,Yes,0.005,0.45
L01115,BBB,651855.21,5,Real Estate,Italy,Yes,0.005,0.45
L01116,BBB,583336.82,3,Healthcare,Brazil,No,0.005,0.75
L01117,AA,497331.57,7,Real Estate,Brazil,Yes,0.0006,0.45
L01118,B,390715.79,6,Energy,Brazil,No,0.05,0.75
L01119,A,806344.08,8,Healthcare,UK,Yes,0.002,0.45
L01120,AA,474577.37,5,Retail,Germany,No,0.0006,0.75
L01121,B,165456.76,2,Healthcare,Brazil,No,0.05,0.75
L01122,CCC,253066.3,9,Real Estate,France,Yes,0.2,0.45
L01123,B,403155.3,8,Real Estate,Italy,Yes,0.05,0.45
L01124,B,516587.26,6,Transport,Brazil,Yes,0.05,0.45
L01125,BB,430071.07,10,Manufacturing,France,Yes,0.018,0.45
L01126,BBB,813812.6,7,Healthcare,Brazil,Yes,0.005,0.45
L01127,AA,166783.04,9,Real Estate,Germany,Yes,0.0006,0.45
L01128,BBB,475343.97,7,Finance,Germany,Yes,0.005,0.45
L01129,BBB,178262.13,3,Retail,Brazil,Yes,0.005,0.45
L01130,A,646841.23,6,Finance,France,Yes,0.002,0.45
L01131,BB,422004.24,7,Energy,Italy,No,0.018,0.75
L01132,BBB,545689.27,2,Healthcare,France,Yes,0.005,0.45
L01133,AA,287235.73,3,Transport,Italy,No,0.0006,0.75
L01134,A,838804.1,4,Retail,Brazil,No,0.002,0.75
L01135,BB,744793.54,10,Transport,Italy,No,0.018,0.75
L01136,AA,592302.14,6,Manufacturing,USA,No,0.0006,0.75
L01137,B,414671.27,1,Real Estate,UK,Yes,0.05,0.45
L01138,BBB,591211.23,9,Retail,China,No,0.005,0.75
L01139,BBB,310690.87,5,Energy,UK,Yes,0.005,0.45
L01140,BBB,678593.69,7,Healthcare,Germany,No,0.005,0.75
L01141,B,1009272.62,9,Manufacturing,USA,No,0.05,0.75
L01142,A,755628.61,9,Manufacturing,UK,Yes,0.002,0.45
L01143,BB,307182.95,1,Transport,Brazil,Yes,0.018,0.45
L01144,BBB,530040.48,1,Manufacturing,Italy,Yes,0.005,0.45
L01145,A,231753.42,3,Retail,Italy,No,0.002,0.75
L01146,B,589008.07,6,Transport,France,Yes,0.05,0.45
L01147,BB,554211.52,2,Manufacturing,France,Yes,0.018,0.45
L01148,BB,173701.19,10,Healthcare,Italy,Yes,0.018,0.45
L01149,B,247485.7,1,Energy,Brazil,Yes,0.05,0.45
L01150,B,384012.56,1,Healthcare,Italy,No,0.05,0.75
L01151,BB,380625.08,5,Finance,France,No,0.018,0.75
L01152,B,241653.83,4,Retail,UK,Yes,0.05,0.45
L01153,BB,537395.37,1,Energy,Germany,Yes,0.018,0.45
L01154,BB,501689.56,4,Energy,France,Yes,0.018,0.45
L01155,BB,401460.9,3,Transport,Brazil,Yes,0.018,0.45
L01156,BB,303186.76,2,Real Estate,UK,No,0.018,0.75
L01157,A,747398.33,9,Transport,UK,Yes,0.002,0.45
L01158,B,1012267.64,1,Retail,UK,Yes,0.05,0.45
L01159,B,347395.53,7,Retail,USA,No,0.05,0.75
L01160,AAA,325760.11,4,Transport,USA,No,0.0003,0.75
L01161,B,565578.19,5,Real Estate,China,Yes,0.05,0.45
L01162,AA,369899.01,10,Healthcare,UK,Yes,0.0006,0.45
L01163,A,412627.86,5,Transport,Brazil,Yes,0.002,0.45
L01164,BB,640386.11,1,Retail,Italy,No,0.018,0.75
L01165,A,170300.87,6,Real Estate,Brazil,No,0.002,0.75
L01166,B,855251.76,9,Retail,USA,Yes,0.05,0.45
L01167,B,458786.51,2,Real Estate,France,Yes,0.05,0.45
L01168,BBB,360141.91,7,Real Estate,China,No,0.005,0.75
L01169,AAA,423108.08,6,Transport,USA,No,0.0003,0.75
L01170,A,434180.09,5,Transport,Italy,No,0.002,0.75
L01171,BB,186166.99,4,Transport,Germany,Yes,0.018,0.45
L01172,CCC,934221.75,4,Real Estate,China,Yes,0.2,0.45
L01173,BB,451650.0,6,Real Estate,USA,Yes,0.018,0.45
L01174,A,552109.16,4,Retail,Brazil,Yes,0.002,0.45
L01175,BB,711958.49,5,Energy,China,Yes,0.018,0.45
L01176,BBB,265512.92,6,Transport,Brazil,Yes,0.005,0.45
L01177,BB,560584.88,5,Finance,UK,Yes,0.018,0.45
L01178,AA,386999.8,7,Retail,UK,No,0.0006,0.75
L01179,BB,675619.54,9,Retail,UK,Yes,0.018,0.45
L01180,BBB,152723.79,10,Manufacturing,China,No,0.005,0.75
L01181,CCC,421027.26,7,Transport,Germany,Yes,0.2,0.45
L01182,A,327286.0,7,Healthcare,Italy,No,0.002,0.75
L01183,BB,549152.51,4,Retail,China,Yes,0.018,0.45
L01184,B,559624.94,1,Manufacturing,France,No,0.05,0.75
L01185,AA,310576.97,8,Finance,Brazil,Yes,0.0006,0.45
L01186,B,309871.53,4,Finance,Brazil,Yes,0.05,0.45
L01187,BB,418598.42,1,Healthcare,China,No,0.018,0.75
L01188,AA,282569.24,5,Transport,China,Yes,0.0006,0.45
L01189,A,674004.35,8,Real Estate,Italy,Yes,0.002,0.45
L01190,BB,367837.45,4,Manufacturing,Germany,No,0.018,0.75
L01191,AA,103415.06,8,Real Estate,China,No,0.0006,0.75
L01192,BBB,366806.22,8,Finance,UK,Yes,0.005,0.45
L01193,A,263215.43,3,Finance,Italy,Yes,0.002,0.45
L01194,BB,195704.68,9,Energy,France,Yes,0.018,0.45
L01195,AAA,238300.24,3,Energy,UK,Yes,0.0003,0.45
L01196,B,467289.49,1,Healthcare,France,No,0.05,0.75
L01197,CCC,859684.22,2,Energy,USA,Yes,0.2,0.45
L01198,CCC,517410.7,6,Energy,France,Yes,0.2,0.45
L01199,BB,326683.9,10,Healthcare,UK,No,0.018,0.75
L01200,AA,555682.35,2,Retail,USA,Yes,0.0006,0.45
L01201,BB,351672.23,6,Energy,UK,No,0.018,0.75
L01202,AAA,312606.29,1,Retail,Brazil,Yes,0.0003,0.45
L01203,AAA,248405.72,1,Retail,UK,Yes,0.0003,0.45
L01204,A,184256.78,5,Transport,USA,Yes,0.002,0.45
L01205,BBB,364046.96,10,Retail,France,Yes,0.005,0.45
L01206,BB,478794.49,9,Retail,Brazil,Yes,0.018,0.45
L01207,BB,421547.68,8,Energy,Germany,Yes,0.018,0.45
L01208,BBB,359337.21,3,Retail,Germany,Yes,0.005,0.45
L01209,A,275716.09,3,Real Estate,Germany,Yes,0.002,0.45
L01210,CCC,599662.99,1,Healthcare,Germany,Yes,0.2,0.45
L01211,BBB,228990.1,3,Energy,Italy,Yes,0.005,0.45
L01212,BBB,652139.62,1,Healthcare,Germany,Yes,0.005,0.45
L01213,A,268040.0,8,Manufacturing,USA,No,0.002,0.75
L01214,BB,303695.97,1,Energy,China,Yes,0.018,0.45
L01215,BB,212480.91,5,Retail,Germany,Yes,0.018,0.45
L01216,A,344310.42,9,Real Estate,UK,No,0.002,0.75
L01217,AA,720467.96,7,Healthcare,China,Yes,0.0006,0.45
L01218,BB,572526.35,4,Energy,Germany,No,0.018,0.75
L01219,BB,721589.04,9,Real Estate,China,No,0.018,0.75
L01220,A,574394.24,9,Healthcare,France,Yes,0.002,0.45
L01221,CCC,254782.39,2,Manufacturing,USA,Yes,0.2,0.45
L01222,A,374971.53,10,Finance,USA,No,0.002,0.75
L01223,BBB,299509.21,10,Manufacturing,China,Yes,0.005,0.45
L01224,B,860515.97,6,Finance,Brazil,No,0.05,0.75
L01225,BBB,243191.79,4,Transport,Italy,Yes,0.005,0.45
L01226,BB,691659.35,8,Finance,UK,Yes,0.018,0.45
L01227,BBB,691402.16,7,Transport,China,Yes,0.005,0.45
L01228,A,1104397.06,7,Energy,USA,Yes,0.002,0.45
L01229,CCC,360467.36,10,Transport,France,Yes,0.2,0.45
L01230,BBB,631694.44,9,Real Estate,Germany,No,0.005,0.75
L01231,B,1384467.18,5,Transport,USA,No,0.05,0.75
L01232,A,324869.6,6,Real Estate,France,No,0.002,0.75
L01233,A,205351.8,1,Healthcare,Germany,Yes,0.002,0.45
L01234,AAA,172818.12,6,Healthcare,Italy,No,0.0003,0.75
L01235,BB,631817.59,2,Finance,USA,No,0.018,0.75
L01236,BBB,172546.99,6,Finance,USA,No,0.005,0.75
L01237,B,367265.56,9,Finance,China,Yes,0.05,0.45
L01238,BBB,550540.94,8,Transport,China,No,0.005,0.75
L01239,CCC,485331.66,9,Finance,France,Yes,0.2,0.45
L01240,A,547283.61,10,Transport,Brazil,Yes,0.002,0.45
L01241,B,494422.12,8,Transport,China,No,0.05,0.75
